fin_thickness,fin_height,drag_coef,wet_mass_motor,burn_time_motor,impulse,dry_mass,temp_0,p_0,apogee
0.012836862517532134,0.2819912703711749,0.4961971947366929,135.60941197122497,21.377370320751858,97620.92027909268,82.74904828681426,310.78848377258663,98884.7359703584,6856.501392656838
0.012910790253292188,0.25487653759276063,0.4465294346828382,138.34512435903147,22.691998350368095,109159.31789004465,65.31843702698986,308.1855791593823,98613.95364890054,9330.041969644199
0.011812441263424869,0.3581735765852851,0.5598229525663906,167.82448977600916,18.739964047580653,99441.77296043756,57.578537561135086,275.8722315515698,98518.01083178115,6424.3522326704615
0.014535278304613644,0.3322748973273427,0.5315626648055137,141.1126667094245,16.474311313405853,98137.94256696863,69.61380710765391,309.6901544504114,97112.5076346489,6634.157155612701
0.01427185288446134,0.33471978751928755,0.48556513034384174,154.05559069060948,21.084683120383016,111877.53170374953,58.13273480200137,306.32897414846616,96399.14513898916,8380.650049443784
0.01287520726899818,0.35670215785515075,0.41331330777064124,152.72546071041114,23.511003995384957,101899.48520814689,76.19282304307065,272.0762932131441,96522.79062636918,7430.804732881855
0.013239230489892161,0.27163975402665713,0.5154500731010084,152.9605896099143,18.198845902988843,96698.73502872283,65.63654904420208,313.1454872737667,98302.96029808231,6772.829462211487
0.011804644484247047,0.31949189076489115,0.4943873259066662,127.30548046523263,22.44707559495761,95138.57338968253,79.31356697205939,322.74420523855673,99317.42391235565,6901.794494570348
0.012961910362107943,0.29062796637920374,0.5881223969304246,115.1740656632076,21.38190739317097,83198.28109803838,70.02698626938067,316.67994191687404,96616.76605027496,5886.197347310545
0.01346482843823,0.3412509759634202,0.5064487929163815,118.536567772249,18.418909021351052,103849.09314028852,79.26808226048011,325.441647562138,98358.46877711418,7756.509309688746
0.011946317807231956,0.2867172901776333,0.4186578433643907,122.90036695394292,20.030120626421855,90202.93823539694,56.322981196818255,326.7013656165186,96424.64042381362,8157.608462811187
0.010621758400242985,0.28109948243408583,0.4219221162181435,130.5204971839005,21.620335992661687,117771.78937263794,81.44647393094607,322.6938449355904,96896.05995695264,10287.275371012054
0.010985646718818836,0.362182952199873,0.4378645568683453,142.25824911639526,21.573892681652108,84988.22956700363,67.80691113664548,279.149782939574,96131.07455421043,6219.2725824815025
0.010407300140706977,0.29275386566008804,0.5686558441623517,140.88986305858842,23.242657784027937,86193.28345849183,67.16998340242037,296.38693738043327,97731.12137329427,5817.465595406888
0.014161854452001216,0.30479829893574056,0.5405587806794159,160.74873674347938,19.07896926304577,101880.98726043127,66.21019834222794,314.48802438687386,97274.1020516683,6734.346915026673
0.013022148122040507,0.3282989396890485,0.5157193835699941,134.1624175462401,19.97030882569978,107104.88210255235,58.646215635202225,305.07237271076,98159.01102242379,8309.91652527087
0.01336575221516799,0.3648591809371624,0.4271879320361649,165.74388332174578,21.42422989220021,81129.29332066125,81.22472184080519,295.9893043586213,97727.98840185479,4585.959632853194
0.012396766062265112,0.35011130508059113,0.4296987180645562,147.000542726999,21.627794569547145,97107.83501510939,68.02847876019226,311.35770962127253,96261.50541967804,7386.616934294751
0.01208020125044949,0.34208970380897585,0.4413258716604315,149.2672750479488,18.256137688173133,89194.61084567482,75.19768190903207,290.47090963732967,99781.85575279231,6254.492157734452
0.015213520542701907,0.26306422065242324,0.5898830812255116,131.38181489043612,20.94687334596477,91723.6122089142,76.1455988700187,297.09485978748984,98040.10093566174,6023.570698754028
0.013042714808279843,0.2589837371682838,0.4782874806967382,115.75971390711088,18.544270985681173,99119.98073227034,71.26426703743996,283.7561771923246,97886.30963134943,8215.248790245681
0.01272203112487854,0.30134347649395576,0.4239792071201794,114.70121116054199,18.316595361647984,103019.96485378734,66.53737378963392,277.05813338858786,98099.91991693916,9300.305301370137
0.010285175152020976,0.3201625349076161,0.5029658933948055,125.08707260582662,23.589275731817303,110964.9866590265,62.05753924536351,301.87399355693094,97386.73277001981,9601.926156627307
0.0120360104639708,0.26252776358092034,0.49416737126663873,126.83782559418268,17.554952053678214,99765.78627383032,72.45392033265199,316.16043790726405,98929.97227550254,7845.058349786542
0.014379330969462992,0.2956551676117006,0.48074616196116327,146.94884056175758,16.259827533827334,115659.24933208374,62.36319059044258,291.93487099445315,98230.51826332131,8690.982134143018
0.013949273660370307,0.2659979065818876,0.5816392875905126,150.04068469165412,16.809544802446066,106911.4919969979,74.24085778219339,300.7564005089116,96602.32761437276,7013.126874730308
0.012550254357458419,0.2739874425347604,0.4646419061964959,147.15335701815397,22.505598167356755,113673.03683020589,62.640708543327634,294.76118710545234,98165.34074710123,9399.498040423732
0.010269686963579489,0.2857231825132051,0.540493997733398,165.6884557587979,21.299310229056818,83828.56041511193,82.46576566368425,320.04154702820983,98530.38035534427,4650.61149304887
0.011190679868874558,0.2871588623282581,0.44038457456083085,126.24369354992596,18.76624460620573,108624.86034163687,75.45783252994673,327.5094655965392,97514.07445320612,9259.042797783512
0.014686040729384968,0.36219643823897935,0.4667650151374382,158.1632193821751,20.03783335735516,106430.79528046267,79.96723821981077,295.60562142224893,97881.13491812447,7084.861672270358
0.013330532430346194,0.35462896414356315,0.5634798218520497,154.98880147794424,22.6255628820287,80151.00797623748,78.02383371601474,296.2124994083525,97026.02333017702,4316.149842355996
0.011508568593790468,0.3502699958511651,0.5196541268136917,122.07529003079975,18.44773933399295,96363.1437738292,67.64481877135171,288.02816463885887,98188.4089068826,7324.052986186006
0.011870474960301847,0.2955064888033205,0.5320060609881276,152.35378400192184,19.098362080308394,98658.25833982749,65.22993567758184,277.0201121596413,97250.3514634897,6909.332213559148
0.014564672658650054,0.3000591921976825,0.4951059602380247,147.23594514627644,22.956179270499753,82993.21598416346,64.90683697852262,312.554535742972,99560.75657699301,5568.300468583425
0.012021276141925224,0.3061375329284068,0.45323091204245886,115.94112634362826,23.04121560376675,80370.28598211099,75.53631784619346,323.0509968792741,99199.15213717526,5958.509902827458
0.014080580637127735,0.28733557260635245,0.5955127984054205,157.58964069149113,16.03914229673868,101343.4636105728,61.380357754442386,288.0305353857677,98264.8762162102,6407.858074282555
0.013917816508775218,0.33437009280962615,0.5294577490757858,118.78035635563937,16.374524664719136,96797.78613279806,81.59921035841722,301.2902420899959,96768.71140057892,6791.724454923442
0.015219559791664682,0.34530524393743234,0.46706995678154256,160.3525665480467,22.23001099215166,93711.087939618,76.54336161026366,284.01986626077826,97811.6710722489,5894.310260803956
